ID;Deca;Competitor;DOB;Nat;Pos;Venue;Date;100m;Long_Jump;Shot_Put;High_Jump;400m;110m_Hurdles;Discus_Throw;Pole_Vault;Javelin_Throw;1500m;k3;k4;k5
725;8414;Lev Lobodin;01.04.1969;RUS;5;Götzis (Mösle-Stadium) ;31.05.1998;1.023827148;1.514601365;1.062827216;0.64111706;0.74417121;1.240328983;0.794120086;0.843247348;-0.698658232;0.013418806;0;2;4
726;8332;Sebastian Chmara;21.11.1971;POL;6;Götzis (Mösle-Stadium) ;31.05.1998;0.172390838;0.913272515;1.249099632;1.560971628;0.781573994;0.785253667;0.233730325;0.843247348;-0.287075177;-0.098066578;0;2;4
727;8228;Michael Smith;16.09.1967;CAN;7;Götzis (Mösle-Stadium) ;31.05.1998;0.056285887;0.137011637;1.95926322;0.038831331;0.270402615;-0.025002384;1.203635681;0.430428653;1.839437272;-0.77555468;0;2;4
728;8214;Sébastien Levicq;25.06.1971;FRA;8;Götzis (Mösle-Stadium) ;31.05.1998;-0.163023465;0.104211881;0.364305654;0.334498871;-0.490120656;0.507768718;0.492371753;0.843247348;1.73164171;0.450784543;0;2;4
729;8179;Indrek Kaseorg;16.12.1967;EST;9;Götzis (Mösle-Stadium) ;31.05.1998;-0.421034468;0.191677896;0.341021602;1.243402789;0.58209248;0.363476545;-0.445203424;0.430428653;0.96727318;0.896726078;1;3;3
730;8135;Klaus Isekenmeier;14.04.1975;GER;10;Götzis (Mösle-Stadium) ;31.05.1998;0.120788638;0.585274961;1.16760545;-0.256836208;0.644430453;0.563265708;0.589362289;-0.17188059;0.996671969;0.116328391;0;2;4
731;8051;Philipp Huber;18.02.1974;SUI;11;Götzis (Mösle-Stadium) ;31.05.1998;0.31429689;0.858606256;-0.287647803;-1.121937528;0.956120319;0.296880157;0.018195801;0.843247348;0.291101019;0.562269927;1;3;3
732;8045;Ramil Ganiyev;23.09.1968;UZB;12;Götzis (Mösle-Stadium) ;31.05.1998;0.701313394;1.78793266;0.306095524;0.9367846;-0.415315088;0.296880157;0.169069968;1.472626669;-0.835852584;-1.495921776;0;2;3
733;8002;Zsolt Kürtösi;21.03.1971;HUN;13;Götzis (Mösle-Stadium) ;31.05.1998;0.120788638;0.344743421;0.480725915;0.9367846;-0.078690034;0.740856075;0.255283777;0.024377478;0.095109088;-0.098066578;0;2;4
734;7995;Bart Bennema;28.04.1977;NED;14;Götzis (Mösle-Stadium) ;31.05.1998;1.1915343;1.077271293;0.632072253;0.334498871;0.681833237;1.207030789;-0.369766341;-0.17188059;-0.62026146;-0.621190302;0;3;3
735;7885;Jiří Ryba;15.06.1976;CZE;15;Götzis (Mösle-Stadium) ;31.05.1998;0.004683687;0.15887814;-0.264363751;0.9367846;0.731703616;0.430072932;-0.488310329;0.024377478;-1.071042901;0.95675667;1;3;3
736;7658;Aleksandr Averbukh;;RUS;16;Götzis (Mösle-Stadium) ;31.05.1998;0.778716695;0.508742198;0.841628721;-0.552503748;0.631962859;-1.434625924;-1.382778601;1.472626669;-1.717816272;-0.466825925;1;3;3
737;7330;Thomas Weiler;10.03.1978;AUT;17;Götzis (Mösle-Stadium) ;31.05.1998;-0.58874162;-0.180052666;-0.730044792;0.64111706;-0.664666981;0.285780759;-0.82238884;-0.564396726;-1.433627973;-0.149521371;1;0;0
738;7476;Aki Heikkinen;24.02.1980;FIN ;1;Annecy;30.07.1998;-0.911255374;-0.956313545;-0.799896948;-0.749615441;-0.502588251;-0.602171077;-0.779281936;0.024377478;1.241661883;0.502239335;1;0;0
739;7332;Thomas Pöge;06.09.1979;GER ;2;Annecy;30.07.1998;-0.911255374;-0.617382738;-0.59034048;0.137387178;-0.951421657;-0.169294557;-1.576759673;0.024377478;0.075509895;-0.200976163;1;0;0
740;7246;Jaakko Ojaniemi;28.08.1980;FIN ;3;Annecy;30.07.1998;-0.021117414;0.213544399;-0.776612896;-0.158280362;-0.427782683;-0.96845121;-1.27501134;-0.760654794;-0.404670336;-0.36391634;1;0;0
741;7187;Stefan Drews;12.02.1979;GER ;4;Annecy;30.07.1998;-0.356531718;-0.103519903;-2.243508175;-1.034332331;0.170661858;0.418973534;-1.889284732;0.024377478;-1.649219096;0.450784543;1;0;0
742;7089;Edwin van Calker;;NED ;5;Annecy;30.07.1998;0.752915595;0.618074716;-1.451850405;-1.592815461;0.719236021;-0.380183118;-1.598313125;-1.139635891;-1.276834428;-0.672645095;1;3;3
743;7082;Edson Bindilatti;13.03.1979;BRA ;6;Annecy;30.07.1998;-0.395233368;-0.070720148;-2.162013993;0.137387178;0.90624994;-0.080499374;-1.856954553;-0.760654794;-2.266593678;-0.046611785;1;0;0
744;7054;Marcin Kondratowicz;;POL ;7;Annecy;30.07.1998;-1.053161425;-0.333118191;-0.799896948;-0.749615441;-0.926486467;-1.23483676;-0.962486281;-0.564396726;-0.698658232;-0.149521371;1;0;0
745;7035;Denis Zavyalov;;RUS ;8;Annecy;30.07.1998;-1.775592233;-1.054712811;-1.603196744;-0.749615441;-0.141028007;-0.835258434;-1.102583721;-0.17188059;-1.825611834;1.068242054;1;0;0
746;6975;Rudy Bourguignon;16.07.1979;FRA ;9;Annecy;30.07.1998;-1.104763626;-0.595516235;-1.440208379;-1.319049221;-1.537398603;-2.255981372;-0.854719019;0.63345424;-0.502666301;-0.261006754;1;0;0
747;6963;Michael Schnallinger;29.04.1980;AUT;10;Annecy;30.07.1998;-1.053161425;-1.262444595;-1.451850405;0.433054717;-0.876616089;-0.757562649;-0.90860265;-0.950145343;0.036311508;-1.212920417;2;0;0
748;6909;Bostjan Vinkler;;SVN;11;Annecy;30.07.1998;-0.58874162;-0.365917947;-0.93960126;-1.034332331;-0.141028007;-0.280288537;-1.328894971;-0.950145343;-1.335632007;-1.26437521;1;0;0
749;6872;Ahmed Moussa;;QAT;12;Annecy;30.07.1998;-0.253327316;-0.978180048;-1.638122822;-2.950696013;0.158194264;-0.824159036;-0.380543067;-2.053251035;0.702684073;-0.261006754;1;0;0
750;6769;Claston Bernard;22.03.1979;JAM;13;Annecy;30.07.1998;-0.137222365;-2.37763628;-0.217795647;0.433054717;-0.402847494;-1.201538567;-0.165008544;-2.229206544;-1.345431604;-1.26437521;1;0;0
751;6760;Michael Cvelbar;;USA;14;Annecy;30.07.1998;-1.375675179;-1.787240682;-2.371570461;-0.158280362;-0.427782683;-0.790860842;-1.41510878;-0.564396726;-1.002445725;-0.672645095;2;0;0
752;6672;Marcis Rullis;;LAT ;15;Annecy;30.07.1998;-0.253327316;-2.126171489;-0.986169364;-1.592815461;-1.15090317;-0.735363853;-0.725398305;-0.760654794;-1.884409413;-0.869888466;1;0;0
753;6387;Trevor Phillips;;CAN;16;Annecy;30.07.1998;-1.130564726;-0.781381516;-1.475134457;-0.158280362;-1.96129682;-1.678812679;-1.964721815;-1.511849468;-0.767255408;-2.30204686;2;0;0
754;5275;Pierre Charles Peuf;;FRA ;17;Annecy;30.07.1998;-1.130564726;-2.027772222;-1.684690926;-1.592815461;-1.250643927;-9.625981612;-1.339671697;0.63345424;-2.354790047;-5.775245358;2;0;2
755;8667;Erki Nool;25.06.1970;EST ;1;Budapest;19.08.1998;1.526948603;1.700466646;0.31773755;0.038831331;1.891189914;0.241383167;-0.326659436;1.689187296;1.966832027;0.167783184;0;3;3
756;8587;Eduard Hämäläinen;21.01.1969;FIN ;2;Budapest;19.08.1998;0.662611744;0.727407235;1.493582179;0.9367846;1.71664359;1.251428381;1.235965859;0.843247348;-0.30667437;0.390753951;0;2;4
757;8571;Lev Lobodin;01.04.1969;RUS ;3;Budapest;19.08.1998;1.281838151;0.672740975;1.22581558;0.64111706;0.681833237;1.240328983;0.944994253;1.262833562;-0.120482036;0.613724719;0;2;4
758;8552;Jón Arnar Magnússon;28.07.1969;ISL ;4;Budapest;19.08.1998;1.462445853;0.585274961;1.493582179;0.038831331;2.003398266;1.029440422;-0.639184495;1.053040455;0.977072776;0.502239335;0;3;3
759;8506;Tomáš Dvorák;11.05.1972;CZE ;5;Budapest;19.08.1998;0.959324397;1.186603811;1.377161918;0.038831331;1.005990697;1.096036809;0.912664074;0.227403065;1.143665917;0.339299159;0;2;4
760;8477;Roman Šebrle;26.11.1974;CZE ;6;Budapest;19.08.1998;1.075429348;1.153804055;0.678640357;1.243402789;0.90624994;0.807452463;0.061302706;0.63345424;0.800680039;0.339299159;0;3;3
761;8392;Dezső Szabó;04.09.1967;HUN ;7;Budapest;19.08.1998;0.727114495;1.099137796;-0.159585517;0.64111706;0.993523102;0.640961493;0.115186337;0.843247348;0.330299405;1.188303236;1;3;3
762;8174;Mike Maczey;28.09.1972;GER ;8;Budapest;19.08.1998;-0.163023465;0.322876917;-0.124659439;0.9367846;-0.003884466;0.618762697;0.039749254;0.63345424;0.869277214;0.785240694;1;3;3
763;8140;Klaus Isekenmeier;14.04.1975;GER ;9;Budapest;19.08.1998;0.198191939;0.672740975;0.911480877;-1.691371308;0.90624994;0.485569922;2.011890144;0.024377478;0.624287301;0.167783184;0;2;4
764;8140;Zsolt Kürtösi;21.03.1971;HUN ;9;Budapest;19.08.1998;-0.253327316;0.246344155;0.678640357;0.64111706;0.432481345;0.640961493;0.912664074;0.227403065;0.095109088;0.450784543;0;2;4
765;8135;Jack Rosendaal;;NED ;11;Budapest;19.08.1998;-0.253327316;-0.38778445;0.073255004;0.9367846;-0.352977115;0.452271728;0.093632885;0.63345424;0.957473583;1.188303236;1;3;3
766;8081;Philipp Huber;18.02.1974;SUI ;12;Budapest;19.08.1998;0.469103492;-0.125386407;0.341021602;-1.121937528;1.155601832;0.163687381;0.524701932;0.63345424;0.17350586;1.016787261;0;3;4
767;8030;Oleksandr Yurkov;21.07.1975;UKR ;13;Budapest;19.08.1998;0.572307893;0.803939997;0.410873758;0.64111706;0.158194264;-0.313586731;1.171305502;0.63345424;-0.806453794;-0.312461547;0;2;4
768;8011;Stefan Schmid;06.07.1970;GER ;14;Budapest;19.08.1998;0.520705692;0.246344155;0.562220097;-0.552503748;0.806509183;0.097090994;-0.261999079;0.024377478;1.604246955;-0.098066578;0;3;3
769;7930;Henrik Dagård;07.08.1969;SWE ;15;Budapest;19.08.1998;0.843219446;-0.74858176;0.294453498;-0.256836208;1.093263859;0.141488586;-0.046464556;0.430428653;0.918275197;-0.621190302;0;2;4
770;7876;Attila Zsivóczky-Pandel;29.04.1977;HUN ;16;Budapest;19.08.1998;-0.472636669;-1.557642394;0.154749186;2.185158656;0.12079148;-0.96845121;-0.014134377;-0.17188059;0.810479635;0.95675667;1;0;0
771;7778;Rolf Schläfli;15.03.1971;SUI ;17;Budapest;19.08.1998;0.004683687;-0.595516235;0.725208461;-0.256836208;1.005990697;-0.124896965;-1.479769137;-0.374906178;1.104467531;0.502239335;1;0;0
772;7672;Wilfrid Boulineau;;FRA ;18;Budapest;19.08.1998;0.172390838;0.082345378;-0.625266558;0.64111706;0.158194264;-0.246990343;-0.208115448;-0.374906178;0.065710298;-0.200976163;1;3;3
773;7549;Gaëtan Blouin;04.01.1974;FRA ;19;Budapest;19.08.1998;-0.304929517;-0.333118191;-1.766185108;0.9367846;0.033518318;-0.202592751;-0.596077591;0.430428653;-0.581063074;-0.098066578;1;0;0
774;7236;Jaime Peñas;;ESP ;20;Budapest;19.08.1998;-0.227526216;-0.311251688;0.969691008;0.9367846;-0.340509521;-0.346884924;0.64324592;0.024377478;0.310700212;-5.775245358;0;2;2
775;8108;Raúl Duany;04.01.1975;CUB;1;Santiago de Cuba;27.02.1999;0.869020546;0.88047276;0.08489703;0.838228753;0.42001375;0.485569922;0.266060504;-0.66590952;1.114267128;0.845271286;0;3;3
776;7960;Eugenio Balanqué;20.12.1968;CUB;2;Santiago de Cuba;27.02.1999;1.462445853;-1.360843862;0.818344669;0.235943024;0.594560075;1.484515738;0.460041575;0.328915859;0.291101019;-0.672645095;0;2;4
777;8056;Scott Ferrier;12.06.1974;AUS;1;Hobart;28.02.1999;0.404600741;0.322876917;0.271169446;1.243402789;0.407546156;0.541066912;0.427711396;0.430428653;0.467493756;-1.067131838;0;2;4
778;8463;Tom Pappas;06.09.1976;USA;1;Tucson. AZ;18.03.1999;1.023827148;0.935139019;0.969691008;1.560971628;0.469884129;0.729756677;1.419170204;0.843247348;0.898676004;-1.067131838;0;2;4
779;8045;Chad Smith;09.01.1974;USA;1;Azusa. CA;16.04.1999;0.662611744;0.213544399;0.504009967;0.137387178;0.232999831;1.151533799;0.147516516;0.227403065;0.153906667;-0.149521371;0;2;4
780;7905;David Pope;16.09.1972;USA;2;Azusa. CA;16.04.1999;-0.085620165;0.749273738;0.818344669;-0.158280362;0.619495264;0.829651259;0.41693467;0.024377478;-1.149439673;-0.098066578;0;2;4
781;7873;Matthew Zuber;30.09.1966;USA;3;Azusa. CA;16.04.1999;-0.304929517;1.186603811;-0.299289829;0.433054717;-0.876616089;0.640961493;-0.445203424;0.843247348;0.281301422;-0.621190302;1;3;3
782;8215;Oleksandr Yurkov;21.07.1975;UKR;1;Desenzano del Garda;09.05.1999;0.430401841;0.39940968;0.736850487;0.9367846;-0.539991035;-0.180393955;1.817909073;0.843247348;0.310700212;-0.149521371;0;2;4
783;8015;Jirí Ryba;15.06.1976;CZE;3;Desenzano del Garda;09.05.1999;-0.279128417;-0.617382738;0.236243368;0.64111706;0.619495264;0.430072932;-0.111124913;0.227403065;0.016712315;1.308364419;1;3;0
784;7992;Volodymyr Mykhaylenko;27.08.1973;UKR;1;Odessa. UKR;21.05.1999;0.430401841;1.022605034;-0.427352115;1.144846942;-0.066222439;-0.013902986;-0.078794734;0.843247348;-1.394429586;0.673755311;1;3;3
785;7966;Volodymyr Shatkovskiyy;08.10.1975;UKR;2;Odessa. UKR;21.05.1999;0.404600741;0.771140242;0.504009967;-0.355392055;0.345208183;-0.402381914;0.503148479;1.053040455;-0.443868722;-0.36391634;0;2;4
786;7872;Michael Hoffer;06.07.1972;SWE;3;Alhama de Murcia;23.05.1999;0.030484787;0.454075939;-0.03152323;0.531610564;-0.141028007;0.363476545;0.621692467;0.430428653;-0.767255408;-0.261006754;0;2;4
787;8347;Dean Macey;12.12.1977;GBR;1;Arles;30.05.1999;1.320539801;0.935139019;0.073255004;1.243402789;1.380018535;0.341277749;0.654022646;-0.077135316;0.379297387;0.502239335;0;3;3
788;8312;Wilfrid Boulineau;13.05.1970;FRA;2;Arles;30.05.1999;0.727114495;1.24127007;-0.217795647;1.243402789;0.208064642;0.430072932;-0.186561996;0.531941447;0.732082863;0.896726078;1;3;3
789;7942;Lionel Marceny;17.07.1974;FRA;3;Arles;30.05.1999;1.075429348;1.78793266;-0.834823026;0.038831331;0.25793502;0.485569922;-0.940932828;0.531941447;-0.982846532;0.502239335;1;3;3
790;7899;Pierre-Alexandre Vial;25.05.1975;FRA;4;Arles;30.05.1999;1.410843652;0.290077162;-0.823181;-1.406654418;0.843911967;0.241383167;0.352274313;0.125890272;-0.659459846;1.188303236;1;3;3
791;8738;Tomáš Dvorák;11.05.1972;CZE;1;Götzis (Mösle-Stadium);30.05.1999;1.139932099;1.623933883;1.772990803;0.334498871;0.943652724;1.406819952;0.944994253;0.430428653;1.663044534;0.390753951;0;2;4
792;8460;Erki Nool;25.06.1970;EST;2;Götzis (Mösle-Stadium);30.05.1999;0.701313394;1.678600142;0.20131729;0.334498871;1.504694481;0.274681361;-0.574524138;1.689187296;1.006471566;0.116328391;1;3;3
793;8427;Lev Lobodin;01.04.1969;RUS;3;Götzis (Mösle-Stadium);30.05.1999;1.023827148;1.044471537;1.260741658;0.9367846;0.557157291;1.284726575;0.610915741;1.053040455;-0.767255408;0.116328391;0;2;4
794;8426;Roman Šebrle;26.11.1974;CZE;4;Götzis (Mösle-Stadium);30.05.1999;1.075429348;1.427135351;0.224601342;0.9367846;1.217939805;1.229229585;0.524701932;0.024377478;0.536090932;0.339299159;0;3;3
795;8363;Chiel Warners;02.04.1978;NED;5;Götzis (Mösle-Stadium);30.05.1999;0.933523297;1.591134128;0.562220097;0.038831331;1.928592698;0.740856075;-0.294329258;0.430428653;0.594888511;0.227813775;0;3;3
796;8274;Klaus Isekenmeier;14.04.1975;GER;6;Götzis (Mösle-Stadium);30.05.1999;-0.188824566;0.694607479;1.493582179;-0.837220638;0.469884129;0.230283769;1.74247199;0.63345424;1.084868338;0.013418806;0;2;4
797;8039;Thomas Tebbich;04.02.1975;AUT;7;Götzis (Mösle-Stadium);30.05.1999;0.030484787;0.618074716;0.352663628;0.038831331;-0.003884466;-0.147095761;0.061302706;0.430428653;1.378856234;0.013418806;0;3;3
798;8018;David Mewes;07.10.1976;GER;8;Götzis (Mösle-Stadium) ;30.05.1999;-0.61454272;0.618074716;0.818344669;0.64111706;-0.290639142;0.296880157;1.095868419;0.024377478;0.39889658;-0.149521371;0;2;4
799;7988;Henrik Dagård;07.08.1969;SWE;9;Götzis (Mösle-Stadium) ;30.05.1999;1.075429348;-0.540849976;0.480725915;0.038831331;0.345208183;0.374575942;-0.154231817;0.430428653;1.094667935;-0.518280717;0;2;4
800;7925;Indrek Kaseorg;16.12.1967;EST;10;Götzis (Mösle-Stadium) ;30.05.1999;-0.304929517;-0.234718925;0.341021602;-0.552503748;0.544689697;0.596563902;-0.283552531;-0.17188059;0.849678021;0.95675667;1;3;3
801;7854;Zsolt Kürtösi;21.03.1971;HUN;11;Götzis (Mösle-Stadium) ;30.05.1999;-0.808050973;0.137011637;0.795060617;0.64111706;-0.003884466;0.430072932;0.503148479;-0.17188059;-0.208678405;-0.098066578;0;2;4
802;7817;Rick Wassenaar;17.01.1976;NED;12;Götzis (Mösle-Stadium) ;30.05.1999;-0.253327316;0.344743421;0.166391212;-0.837220638;-0.066222439;-0.025002384;-0.17578527;0.227403065;0.663485687;0.339299159;1;3;3
803;7701;Philip Ibe;05.05.1975;GER;13;Götzis (Mösle-Stadium) ;30.05.1999;0.469103492;1.153804055;0.469083889;-0.256836208;-1.537398603;0.518868116;-0.218892174;-0.374906178;0.271501825;-0.724099888;0;3;3
804;7675;Aki Heikkinen;24.02.1980;FIN;14;Götzis (Mösle-Stadium) ;30.05.1999;-0.227526216;-0.234718925;-0.182869569;-1.121937528;-0.078690034;-0.957351812;-0.617631043;0.227403065;1.437653814;0.450784543;1;0;0
805;8025;Pródromos Korkízoglou;27.02.1975;GRE;1;Thessaloníki;30.05.1999;0.985125497;0.027679119;0.434157811;0.531610564;-0.190898385;0.341277749;1.408393478;0.430428653;-0.257676388;-0.621190302;0;2;4
806;8184;Tom Pappas;06.09.1976;USA;1;Boise. ID;03.06.1999;0.404600741;-0.518983472;1.027901138;1.76903397;0.220532237;0.851850054;-0.046464556;0.843247348;1.035870356;-1.024252844;0;2;4
807;8357;Francisco Javier Benet;25.03.1968;ESP;1;Castellón;06.06.1999;0.869020546;1.350602588;0.247885394;-0.256836208;0.656898048;1.329124166;0.287613956;0.843247348;0.996671969;-0.046611785;0;3;3
808;7863;Antonio Peñalver;01.12.1968;ESP;2;Castellón;06.06.1999;0.030484787;0.454075939;1.866127011;0.038831331;-1.687009739;0.196985575;1.106645145;-0.374906178;0.536090932;-0.672645095;0;2;4
809;7908;Boris Kawohl;01.04.1977;GER;1;Filderstadt;20.06.1999;-0.640343821;-0.103519903;-0.532130349;-0.158280362;0.42001375;-0.213692149;0.298390682;0.430428653;0.39889658;1.128272645;1;3;0
810;7863;Thomas Naubert;11.08.1976;GER;1;Filderstadt;20.06.1999;0.520705692;-0.103519903;0.760134539;-0.749615441;-0.278171548;0.452271728;-0.068018008;0.63345424;0.281301422;-0.415371132;0;2;4
811;8350;Chris Huffins;15.04.1970;USA;1;Eugene. OR;25.06.1999;1.913965108;1.295936329;0.946406956;1.560971628;0.232999831;1.295825972;1.257519312;0.430428653;-0.36547195;-1.453042782;0;2;4
812;8187;Tom Pappas;06.09.1976;USA;2;Eugene. OR;25.06.1999;1.023827148;0.508742198;0.725208461;-0.256836208;0.868847156;1.195931391;0.524701932;0.843247348;0.516491739;-1.118586631;0;2;4
813;8085;Trond Høiby;24.01.1973;NOR;1;Herentals;04.07.1999;-1.45307848;-0.726715257;0.818344669;1.352909285;-0.278171548;-0.435680108;1.020431336;0.430428653;1.300459462;0.785240694;0;2;4
814;8994;Tomáš Dvorák;11.05.1972;CZE;1;Praha;04.07.1999;1.643053555;1.984731193;2.029115376;0.739672906;1.030925886;1.584410319;1.343733121;0.63345424;2.21182194;0.227813775;0;2;4
815;8527;Roman Šebrle;26.11.1974;CZE;2;Praha;04.07.1999;1.049628248;1.514601365;0.585504149;1.659527474;1.06832867;1.295825972;0.632469194;0.024377478;0.986872373;-0.046611785;0;3;3
816;8345;Sébastien Levicq;25.06.1971;FRA;3;Praha;04.07.1999;-0.421034468;0.672740975;0.736850487;0.433054717;-0.402847494;0.430072932;-0.218892174;1.905747922;1.4768522;0.390753951;0;3;3
817;8175;Francisco Javier Benet;25.03.1968;ESP;4;Praha;04.07.1999;-0.046918514;0.191677896;-0.089733361;-0.453947901;0.843911967;0.885148248;0.513925206;0.843247348;0.977072776;0.390753951;0;3;4
818;7999;Florian Schönbeck;13.01.1974;GER;6;Praha;04.07.1999;-0.472636669;-0.365917947;0.492367941;-0.749615441;0.42001375;0.141488586;0.481595027;1.053040455;0.251902632;0.613724719;0;2;4
819;7882;Jörg Goedicke;25.06.1974;GER;7;Praha;04.07.1999;0.004683687;-0.158186162;0.038328926;0.433054717;-0.165963196;0.196985575;0.061302706;1.053040455;-0.571263477;-0.046611785;1;3;4
820;7901;Zsolt Kürtösi;21.03.1971;HUN;4;Palma de Mallorca;12.07.1999;-0.61454272;0.246344155;1.144321398;0.739672906;-0.452717872;-0.069399976;0.546255384;0.024377478;0.604688108;-0.518280717;0;2;4
821;8414;Frank Busemann;26.02.1975;GER;1;Ratingen;18.07.1999;0.469103492;0.88047276;0.620430227;0.433054717;0.519754507;1.406819952;-0.024911103;0.843247348;0.496892546;0.95675667;0;3;3
822;8222;Klaus Isekenmeier;14.04.1975;GER;2;Ratingen;18.07.1999;-0.421034468;0.344743421;1.377161918;-0.453947901;0.569624886;0.285780759;2.259754846;0.227403065;0.526291335;0.227813775;0;2;4
823;8107;David Mewes;07.10.1976;GER;3;Ratingen;18.07.1999;-0.61454272;0.104211881;0.655356305;0.739672906;0.208064642;0.740856075;0.460041575;0.227403065;0.320499808;0.673755311;0;2;4
824;7872;Rick Wassenaar;17.01.1976;NED;6;Ratingen;18.07.1999;-0.395233368;0.432209436;0.166391212;-0.749615441;0.432481345;-0.025002384;-0.229668901;0.430428653;0.379297387;0.450784543;1;3;3
825;8170;Chris Huffins;15.04.1970;USA;1;Winnipeg;25.07.1999;1.862362907;1.077271293;0.655356305;0.9367846;0.208064642;0.574365106;1.041984788;0.024377478;0.340099001;-1.453042782;0;2;4
826;8070;Dan Steele;20.03.1969;USA;2;Winnipeg;25.07.1999;1.139932099;-0.650182494;-0.392426037;-0.256836208;1.404953725;0.430072932;0.848003717;-0.17188059;0.93787439;0.450784543;0;3;3
827;7730;Raúl Duany;04.01.1975;CUB;3;Winnipeg;25.07.1999;0.727114495;-0.20191917;-0.473920219;1.243402789;0.544689697;0.330178351;-0.218892174;-0.564396726;0.193105053;-1.024252844;1;3;3
828;6865;Eugenio Balanqué;20.12.1968;CUB;4;Winnipeg;25.07.1999;0.752915595;-1.207778336;0.760134539;-0.256836208;-10.26471483;0.296880157;-0.024911103;0.430428653;0.183305457;-1.358708996;0;2;4
829;6820;Santiago Lorenzo;04.04.1978;ARG ;5;Winnipeg;25.07.1999;-0.472636669;-1.71070792;-1.347072171;-2.512670029;0.307805399;-1.934098831;-1.501322589;-0.760654794;0.046111105;0.064873599;1;0;0
830;8379;Attila Zsivóczky-Pandel;29.04.1977;HUN;1;Göteborg;30.07.1999;-0.253327316;0.377543177;0.666998331;2.294665152;0.856379562;-0.313586731;0.707906277;0.430428653;0.477293353;1.128272645;0;2;4
831;7815;Boris Kawohl;01.04.1977;GER ;2;Göteborg;30.07.1999;-0.640343821;-0.158186162;-1.149157729;-0.158280362;0.145726669;0.074892198;0.169069968;0.430428653;-0.002886878;1.248333828;1;0;0
832;7787;Dmitriy Ivanov;23.03.1977;RUS ;3;Göteborg;30.07.1999;0.35299854;-0.333118191;-0.70676074;-0.158280362;0.619495264;0.041594004;-0.068018008;0.024377478;-0.394870739;0.896726078;1;3;3
833;7759;Henri Kokkonen;11.08.1978;FIN ;4;Göteborg;30.07.1999;-0.446835569;0.618074716;-0.124659439;0.137387178;-0.352977115;0.041594004;-0.218892174;0.024377478;0.026511912;0.227813775;1;3;3
834;7556;Tomáš Komenda;24.07.1978;CZE ;5;Göteborg;30.07.1999;-0.163023465;-0.726715257;-0.904675182;0.739672906;-0.340509521;-0.36908372;-0.887049197;0.63345424;-0.757455811;0.167783184;1;0;0
835;7555;Andre Röttger;30.08.1981;GER ;6;Göteborg;30.07.1999;-0.691946021;0.475942443;-1.347072171;-0.453947901;0.332740588;-0.813059638;-1.210350983;-0.564396726;0.908475601;1.068242054;1;0;0
836;7501;Adrian Krebs;08.06.1977;SUI;7;Göteborg;30.07.1999;0.701313394;-0.442450709;-0.345857933;-1.034332331;0.519754507;-0.213692149;-1.512099316;-0.17188059;-0.247876791;0.279268568;1;3;3
837;7446;Jurren Valkenburg;;NED ;8;Göteborg;30.07.1999;0.430401841;-0.573649731;-0.380784011;-1.034332331;0.195597047;-0.713165057;-0.434426698;-0.374906178;-0.022486071;-0.098066578;1;3;0
838;7376;Agustín Capella;;ESP;9;Göteborg;30.07.1999;-0.640343821;0.432209436;-0.834823026;-0.453947901;-1.375319873;0.11928979;-0.165008544;0.843247348;-1.472826359;-0.921343259;1;0;0
839;7366;Sebastian Knabe;13.10.1978;GER ;10;Göteborg;30.07.1999;-0.640343821;-0.20191917;-0.904675182;0.739672906;0.370143372;0.097090994;-0.585300864;-0.760654794;-1.296433621;-0.36391634;1;0;0
840;7971;Cédric Lopez;13.02.1973;FRA;1;Niort;31.07.1999;-0.395233368;1.131937552;-0.054807282;0.137387178;0.195597047;-0.025002384;-0.132678365;-0.17188059;1.22206269;0.339299159;1;3;3
841;8160;Benjamin Jensen;13.04.1975;NOR;1;Roskilde;01.08.1999;0.701313394;0.104211881;-0.322573881;0.038831331;0.158194264;0.485569922;0.341497587;1.472626669;0.232303439;0.339299159;1;3;3
842;7881;Aki Heikkinen;24.02.1980;FIN;1;Riga;06.08.1999;0.004683687;0.15887814;-0.054807282;-0.453947901;0.070921101;-0.524475292;-0.283552531;0.430428653;1.378856234;0.227813775;1;3;3
843;8264;Mike Maczey;28.09.1972;GER;1;Aachen;08.08.1999;0.004683687;1.077271293;0.597146175;0.433054717;0.170661858;0.663160289;0.438488122;0.430428653;0.526291335;0.785240694;0;3;4
844;8037;Stephen Moore;13.08.1975;USA;2;Aachen;08.08.1999;1.436644752;1.153804055;-0.974527338;1.659527474;0.918717535;0.407874136;-0.574524138;0.227403065;-0.62026146;-0.200976163;1;3;3
845;8017;Kip Janvrin;08.07.1965;USA;3;Aachen;08.08.1999;-0.395233368;-1.010979804;0.189675264;-0.453947901;0.831444373;-0.213692149;0.104409611;1.053040455;-0.11068244;1.848639741;1;0;0
846;8000;Philip Ibe;05.05.1975;GER;4;Aachen;08.08.1999;0.520705692;1.372469092;0.946406956;0.433054717;-1.761815306;0.274681361;0.524701932;0.430428653;0.45769416;-0.672645095;0;2;4
847;8744;Tomáš Dvorák;11.05.1972;CZE;1;Sevilla (La Cartuja);25.08.1999;1.462445853;2.203396229;1.819558907;0.334498871;0.818976778;1.562211523;0.880333896;0.024377478;1.888435255;0.064873599;0;2;4
