ID,Deca,Competitor,DOB,Nat,Pos,Venue,Date,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus_Throw,Pole_Vault,Javelin_Throw,1500m,1500m_secs,100m_pts,Long_Jump_pts,Shot_Put_pts,High_Jump_pts,400_pts,110m_Hurdles_pts,Discus_Throw_pts,Pole_Vault_pts,Javelin_Throw_pts,1500m_pts,100m_dev,Long_Jump_dev,Shot_Put_dev,High_Jump_dev,400m_dev,110m_Hurdles_dev,Discus_Throw_dev,Pole_Vault_dev,Javelin_Throw_dev,1500m_dev
970,7801,Ales Pastrnak,4/9/1976,CZE,1,Praha,7/23/2000,"11,48","7,13","14,16","2,01","51,59","14,86","44,54","4,8","60,94",04:39.99,"280,00",757,845,739,813,743,867,758,850,752,681,"-1,053161425","-0,1035199032","0,154749186","0,4330547173","-1,001292035","-0,00280358786","0,5031484794","0,4304286529","0,5164917389","0,06489962463"
971,8485,Stefan Schmid,7/6/1970,GER,1,Ratingen,7/23/2000,"10,82","7,59","14,14","2,01","48,99","14,2","44,24","5,06","67,63",04:31.76,"272,00",902,958,737,813,862,949,752,929,854,732,"0,8174183455","1,131937552","0,1314651339","0,4330547173","0,4823517235","0,9073470442","0,4384881224","0,9650627001","1,516050586","0,5022246153"
972,8004,Mike Maczey,9/28/1972,GER,2,Ratingen,7/23/2000,"11,25","7,16","14,2","2,01","50,61","14,31","42,79","4,86","61,23",04:32.97,"273,00",806,852,741,813,787,935,722,868,757,726,"-0,4210344682","-0,02698714055","0,178033238","0,4330547173","-0,4527178723","0,7519554728","0,1151863371","0,5522440054","0,5654897216","0,4507746164"
973,8002,Klaus Isekenmeier,4/14/1975,GER,3,Ratingen,7/23/2000,"11,36","7,28","15,2","1,98","50,22","14,73","47,11","4,66","59,34",04:33.64,"274,00",783,881,802,786,805,883,811,808,728,719,"-0,7177471215","0,290077162","0,8881968254","0,1373871777","-0,2283011693","0,1747867794","1,074314967","0,1461928303","0,281301422","0,3907496177"
974,7974,Philip Ibe,5/5/1975,GER,4,Ratingen,7/23/2000,"10,86","7,84","15,17","1,95","52,87","14,69","45,72","4,66","61,88",04:57.36,"297,00",893,1020,801,759,688,888,782,808,767,578,"0,7013133942","1,809799164","0,8765547994","-0,1582803619","-1,687009739","0,2302837691","0,7617899077","0,1461928303","0,663485687","-0,8183253566"
975,7913,David Mewes,10/7/1976,GER,5,Ratingen,7/23/2000,"11,37","7,51","15,64","1,92","50,43","14,53","45,14","4,66","59,80",04:49.41,"289,00",780,938,830,732,795,908,770,808,735,625,"-0,7564487719","0,9132725154","1,214173554","-0,4539479015","-0,3529771154","0,4522717282","0,6324691935","0,1461928303","0,3498985977","-0,4153003652"
976,7809,Florian Schönbeck,1/13/1974,GER,6,Ratingen,7/23/2000,"11,4","7,1","14,45","1,89","50,19","14,56","41,84","5,16","53,12",04:32.21,"272,00",774,838,756,705,806,904,703,960,635,732,"-0,8338520728","-0,1800526659","0,3526636283","-0,749615441","-0,2158335747","0,4078741363","-0,08957146029","1,174855807","-0,6300610562","0,5022246153"
977,7689,Francisco José Caro,10/23/1978,ESP,1,Valladolid,7/23/2000,"10,96","7,59","14,21","1,96","49,8","15,35","40,28","4,6","56,40",04:56.82,"297,00",870,958,742,768,824,808,671,790,684,578,"0,4046007409","1,131937552","0,189675264","-0,05972451536","0,00858312828","-0,657668067","-0,4344266979","0,02437747777","-0,1498808258","-0,8183253566"
978,8252,Raúl Duany,1/4/1975,CUB,1,La Habana,7/24/2000,"10,66","7,48","13,96","2,01","49,52","13,9","41,38","4,6","64,20",04:26.56,"267,00",938,930,726,813,837,988,693,790,802,765,"1,281838151","0,8258065009","0,003402847652","0,4330547173","0,1706618582","1,340223564","-0,1973387221","0,02437747777","1,006471566","0,7851996093"
979,7647,William Gallardo,1/17/1973,CUB,2,La Habana,7/24/2000,11,"7,33","14,3","1,95","51,37","14,1","39,13",4,"59,94",04:36.46,"276,00",861,894,747,759,753,962,647,618,737,706,"0,2884957897","0,4322094356","0,2478853941","-0,1582803619","-0,876616089","1,051639218","-0,6930681262","-1,139635891","0,3694977908","0,2792746201"
980,7997,Roman Razbeyko,3/9/1973,RUS,1,Tula (Arsenal Stadium),7/25/2000,"11,3","7,3","15,31","2,12","51,62","14,69","42,69","4,8","63,64",04:52.68,"293,00",795,886,809,916,742,888,720,850,793,601,"-0,5629405198","0,3447434211","0,9696910076","1,560971628","-1,01375963","0,2302837691","0,09363288471","0,4304286529","0,9182751971","-0,6211003608"
981,7899,Dmitriy Ivanov,3/23/1977,RUS,2,Tula (Arsenal Stadium),7/25/2000,"10,92","7,1","14,4","1,94","48,02","14,57","41,67","4,7","54,53",04:37.42,"277,00",879,838,753,750,909,903,699,820,656,700,"0,5207056922","-0,1800526659","0,3177375503","-0,2568362084","1,06832867","0,3967747384","-0,132678365","0,2274030653","-0,4242695289","0,2278246212"
982,7533,Nikolay Tishchenko,2/4/1977,RUS,4,Tula (Arsenal Stadium),7/25/2000,"11,18","7,35","13,15","1,97","49,79","14,51","40,83","4,4","46,83",04:41.37,"281,00",821,898,677,777,825,910,682,731,542,675,"-0,2275262161","0,4759424429","-0,5670564275","0,03883133117","0,02105072289","0,4744705241","-0,31588271","-0,3749061778","-1,541423534","0,01344962572"
983,8073,Fedir Laukhin,2/13/1974,UKR,1,Kyiv,7/28/2000,"11,09","7,35","12,7","2,06","49,86","14,56","39,66",5,"58,80",04:19.62,"260,00",841,898,649,859,822,904,658,911,720,812,"0,03048478679","0,4759424429","-0,8930331561","0,9367845995","-0,01635206094","0,4078741363","-0,5745241382","0,8432473476","0,2029046496","1,188224601"
984,7527,Igor Peresypkin,4/7/1975,UKR,3,Kyiv,7/28/2000,"11,76","6,83","13,31","1,97","50,39","15,51","43,64","4,6","54,54",04:18.56,"259,00",699,774,687,777,797,789,739,790,657,819,"-1,801393334","-0,879780782","-0,4506361673","0,03883133117","-0,3280419262","-0,8685566281","0,2983906821","0,02437747777","-0,4144699324","1,248249599"
985,7501,Sergiy Blonskyy,1/7/1973,UKR,4,Kyiv,7/28/2000,"11,28","7,21","14,3","1,82","52,23","14,47",40,"5,1","57,90",05:09.71,"310,00",800,864,747,645,715,915,665,942,707,504,"-0,4984377691","0,1042118812","0,2478853941","-1,406654418","-1,350384684","0,5299675138","-0,499087055","1,053040455","0,07550989463","-1,452875343"
986,8733,Tomáš Dvorák,5/11/1972,CZE,1,Talence,7/30/2000,"10,75","7,58","16,14","1,95","48,07","13,93","49,22","4,9","69,37",04:30.83,"271,00",918,955,860,759,906,984,855,880,880,739,"1,023827148","1,099137796","1,563434335","-0,1582803619","1,030925886","1,295825972","1,548490919","0,6334542404","1,770840096","0,5622496141"
987,8706,Erki Nool,6/25/1970,EST,2,Talence,7/30/2000,"10,69","7,81","14,2","1,95","46,95","14,43","41,84","5,5","68,89",04:30.40,"270,00",931,1013,741,759,961,920,703,1068,873,745,"1,1915343","1,733266401","0,178033238","-0,1582803619","1,71664359","0,5854645036","-0,08957146029","1,905747922","1,70224292","0,613699613"
988,8293,Attila Zsivóczky-Pandel,4/29/1977,HUN,3,Talence,7/30/2000,11,"7,06","14,69","2,16","48,68","15,23","46,75","4,6","65,26",04:25.81,"266,00",861,828,771,954,877,822,803,790,818,772,"0,2884957897","-0,2893851841","0,5272940187","1,977096313","0,6693656426","-0,5022764957","0,9881011574","0,02437747777","1,163265111","0,845224608"
989,8228,Roman Šebrle,11/26/1974,CZE,4,Talence,7/30/2000,"10,96","7,33","14,76","2,07","48,78","14,23","46,37","4,4","62,71",04:36.87,"277,00",870,894,775,869,872,946,796,731,779,700,"0,4046007409","0,4322094356","0,5738621228","1,046291096","0,6070276696","0,8740488503","0,9126640741","-0,3749061778","0,7810808455","0,2278246212"
990,8178,Laurent Hernu,8/22/1976,FRA,5,Talence,7/30/2000,"11,15","7,26","14,12","2,1","49,98","14,25","44,81","5,1","56,16",04:36.68,"277,00",828,877,736,897,816,943,763,942,681,700,"-0,1372223651","0,2463441548","0,1198231079","1,352909285","-0,0911576286","0,8407506565","0,5570321103","1,053040455","-0,1792796154","0,2278246212"
991,7836,Lionel Marceny,7/17/1974,FRA,6,Talence,7/30/2000,"10,82","7,74","12,32","1,92","49,46","14,32","38,36",5,"47,92",04:35.27,"275,00",902,995,626,732,840,934,632,911,558,713,"0,8174183455","1,536467869","-1,160799755","-0,4539479015","0,208064642","0,7408560749","-0,8547190188","0,8432473476","-1,38462999","0,3392996188"
992,7642,Anis Riahi,5/30/1971,TUN,7,Talence,7/30/2000,"11,01","7,22","11,2","1,89","47,72","15,31","38,97","4,4","57,46",04:15.12,"255,00",859,867,558,705,923,813,644,731,700,847,"0,2626946894","0,1370116366","-1,952457524","-0,749615441","1,242874995","-0,6021710772","-0,7253983047","-0,3749061778","0,006912718848","1,488349594"
993,7624,Cédric Lopez,2/13/1973,FRA,8,Talence,7/30/2000,"11,17","7,2","13,42","1,95","50,76","15,01","39,74","4,4","58,32",04:28.18,"268,00",824,862,693,759,780,849,660,731,713,758,"-0,1888245656","0,08234537758","-0,3807840111","-0,1582803619","-0,5399910346","-0,202592751","-0,5529706859","-0,3749061778","0,1343074739","0,7251746106"
994,7609,Romain Barras,8/1/1980,FRA,9,Talence,7/30/2000,"11,25","6,99","13,27","1,95","50,01","14,46","37,91","4,6","59,65",04:40.77,"281,00",806,812,684,759,815,916,623,790,733,675,"-0,4210344682","-0,4643172131","-0,4855622453","-0,1582803619","-0,1036252232","0,5410669118","-0,9517095544","0,02437747777","0,3302994047","0,01344962572"
995,7685,Michal Modelski,4/16/1975,POL,1,Kraków,8/5/2000,"11,07","7,27","14,1","1,98","49,25","14,7","39,26","4,7","48,98",04:42.46,"282,00",846,879,735,786,850,887,650,820,574,668,"0,0949875375","0,2682106584","0,1081810819","0,1373871777","0,3327405881","0,2191843712","-0,6607379476","0,2274030653","-1,227836445","-0,046575373"
996,8036,Zsolt Kürtösi,3/21/1971,HUN,1,Budapest,8/6/2000,"11,07","7,07","15,1",2,"49,14","14,54","46,52","4,8","62,16",04:55.83,"296,00",846,831,796,804,855,906,799,850,771,583,"0,0949875375","-0,2565854286","0,8183446693","0,3344988707","0,3950785612","0,4300729322","0,9449942527","0,4304286529","0,7026840732","-0,7754503575"
997,8030,Trond Høiby,1/24/1973,NOR,1,Huddinge,8/6/2000,"11,3","6,82","14,32","1,92","49,65","14,97","46,83","4,71","70,18",04:24.39,"264,00",795,772,748,732,831,854,805,823,893,785,"-0,5629405198","-0,9016472856","0,2595274202","-0,4539479015","0,09585629055","-0,1470957612","1,00965461","0,2477056241","1,898234851","0,9566996057"
998,7836,Christer Holger,1/16/1974,SWE,2,Huddinge,8/6/2000,"10,9","7,29","13,79","1,92","50,37","14,96","40,85","4,81","55,26",04:26.05,"266,00",883,884,716,732,798,855,682,853,667,772,"0,5723078928","0,3228769175","-0,1130174126","-0,4539479015","-0,3155743316","-0,1359963633","-0,31588271","0,4507312116","-0,316473967","0,845224608"
999,7802,Georgios Andréou,7/26/1974,CYP,1,Vólos,8/12/2000,"10,83","7,16","15,16","1,96","51,21","15,37","45,13","4,9","59,31",05:03.03,"303,00",899,852,800,768,760,806,770,880,728,543,"0,7787166951","-0,02698714055","0,8649127734","-0,05972451536","-0,7893429268","-0,6798668629","0,6324691935","0,6334542404","0,281301422","-1,11845035"
1000,8029,Kip Janvrin,7/8/1965,USA,1,"Uniondale (Mitchel AC), NY",8/13/2000,"11,25","6,87","14,02","1,91","48,48","14,94","43,61","5,11","60,42",04:19.07,"259,00",806,783,730,723,887,857,739,945,745,819,"-0,4210344682","-0,7813815157","0,04997095175","-0,552503748","0,7940415887","-0,1137975674","0,2983906821","1,073343013","0,4478945631","1,248249599"
1001,7912,Klaus Isekenmeier,4/14/1975,GER,2,"Uniondale (Mitchel AC), NY",8/13/2000,"11,6","7,3","15,55","1,91","49,96","14,64","48,37","4,71","59,68",04:45.57,"286,00",732,886,824,723,817,894,837,823,734,643,"-1,375675179","0,3447434211","1,144321398","-0,552503748","-0,07869003399","0,2968801568","1,354509847","0,2477056241","0,3400990012","-0,2609503684"
1002,7812,Stefan Drews,2/12/1979,GER,4,"Uniondale (Mitchel AC), NY",8/13/2000,"11,02","7,17","11,01",2,"47,85","14,23","36,89","5,21","51,90",04:37.29,"277,00",857,855,547,804,917,946,602,976,617,700,"0,2368935891","0,005812614888","-2,08051981","0,3344988707","1,168069427","0,8740488503","-1,178020804","1,283136121","-0,806453794","0,2278246212"
1003,7803,Stephen Moore,8/13/1975,USA,5,"Uniondale (Mitchel AC), NY",8/13/2000,"10,91","7,53","12,33","2,12","48,6","14,76","41,27","4,41","50,73",04:43.69,"284,00",881,943,627,916,881,879,691,734,600,656,"0,5465067925","0,9679387745","-1,149157729","1,560971628","0,7192360211","0,1303891876","-0,2188921744","-0,354603619","-0,9730469351","-0,1494753708"
1004,7772,Jörg Goedicke,6/25/1974,GER,6,"Uniondale (Mitchel AC), NY",8/13/2000,"11,22","7,52","14,42",2,"50,4","14,48","40,63","4,81","52,20",04:52.43,"292,00",813,940,755,804,797,914,678,853,622,607,"-0,3307306172","0,935139019","0,3410216023","0,3344988707","-0,3280419262","0,5188681159","-0,3589896147","0,4507312116","-0,7574558113","-0,5696503619"
1005,7827,Florian Schönbeck,1/13/1974,GER,3,"Uniondale, NY",8/13/2000,"11,34","7,2","14,22","1,85","49,07","14,68","42,32","5,11","55,49",04:37.80,"278,00",787,862,742,671,858,889,712,945,671,693,"-0,6661449209","0,08234537758","0,189675264","-1,121937528","0,432481345","0,2413831671","0,007419075299","1,073343013","-0,2772755808","0,1677996224"
1006,7802,Dennis Leyckes,4/20/1982,GER,1,Val-de-Reuil,8/13/2000,"11,02","6,98","12,42","1,97","48,92","14,48","38,29","5,05","53,39",04:28.77,"269,00",857,809,632,777,866,914,630,926,639,752,"0,2368935891","-0,4971169685","-1,090947599","0,03883133117","0,5322221019","0,5188681159","-0,8762724712","0,9447601414","-0,5908626701","0,6737246117"
1007,7830,Stephan Zeyen,9/11/1978,GER,1,Val-de-Reuil,8/13/2000,"11,02","7,21","13,27","1,97","49,24","14,38","38,63","4,75","64,35",04:53.08,"293,00",857,864,684,777,850,927,637,835,804,601,"0,2368935891","0,1042118812","-0,4855622453","0,03883133117","0,3327405881","0,6631602892","-0,8008353879","0,3289158591","1,026070759","-0,6211003608"
1008,7700,Scott Ferrier,6/12/1974,AUS,1,Sydney,8/18/2000,"11,09","7,18","14,36","1,95","49,88","14,86","43,69","4,9","55,47",05:07.59,"308,00",841,857,751,759,821,867,740,880,670,515,"0,03048478679","0,02767911851","0,2944534982","-0,1582803619","-0,02881965555","-0,00280358786","0,3091674082","0,6334542404","-0,2870751774","-1,358550345"
1009,8224,Eduard Hämäläinen,1/21/1969,FIN,1,Lahti,8/20/2000,"11,01","7,32","15,3","1,96","48,43","14,25","43,48","5,1","56,12",04:34.83,"275,00",859,891,809,768,889,943,736,942,680,713,"0,2626946894","0,3994096802","0,9696910076","-0,05972451536","0,8189767779","0,8407506565","0,2660605035","1,053040455","-0,189079212","0,3392996188"
1010,8188,Aki Heikkinen,2/24/1980,FIN,2,Lahti,8/20/2000,"10,93","7,57","14,11","1,9","49,23","14,88","40,81",5,"68,50",04:30.82,"271,00",877,953,736,714,851,865,682,911,867,739,"0,4949045919","1,077271293","0,1198231079","-0,6510595945","0,3452081828","-0,02500238376","-0,31588271","0,8432473476","1,643445341","0,5622496141"
1011,7783,Jari Olli,4/3/1977,FIN,3,Lahti,8/20/2000,"10,95","7,58","13,64","1,93","50,41","14,85","40,29","4,8","60,87",04:57.26,"297,00",872,955,707,741,796,868,671,850,751,578,"0,4304018412","1,099137796","-0,2177956468","-0,3553920549","-0,3405095208","0,008295810091","-0,4344266979","0,4304286529","0,5066921424","-0,8183253566"
1012,7701,Harri Laiho,3/1/1977,FIN,4,Lahti,8/20/2000,"11,04","7,25","13,88","1,99","49,99","14,99","37,81","4,8","57,75",04:49.59,"290,00",852,874,721,795,816,851,621,850,705,619,"0,1723908384","0,2135443993","-0,05480728246","0,2359430242","-0,0911576286","-0,1803939551","-0,9732630068","0,4304286529","0,05591070155","-0,4667503641"
1013,7567,Henri Kokkonen,8/11/1978,FIN,5,Lahti,8/20/2000,"10,98","7,28","14,1","1,96","50,92","14,83","42,86","4,2","55,23",04:50.63,"291,00",866,881,735,768,773,871,723,674,667,613,"0,3529985404","0,290077162","0,1081810819","-0,05972451536","-0,6272641968","0,04159400395","0,1259630632","-0,7606547941","-0,316473967","-0,518200363"
1014,7790,Marcos Moreno,3/14/1973,ESP,1,Logroño,8/20/2000,"11,08","7,3","13,68","2,05","51,01","15,13","46,39","4,4","53,62",04:32.31,"272,00",843,886,709,850,769,834,796,731,643,732,"0,05628588707","0,3447434211","-0,1945115947","0,838228753","-0,6771345753","-0,3690837203","0,9126640741","-0,3749061778","-0,5516642839","0,5022246153"
1015,8209,Roman Razbeyko,3/9/1973,RUS,1,Novosibirsk,8/20/2000,"10,9","7,52","15,49","2,06","51,5","14,3","46,5",5,"60,43",04:43.10,"283,00",883,940,820,859,747,937,798,911,745,662,"0,5723078928","0,935139019","1,097753294","0,9367845995","-0,9514216567","0,7741542687","0,9342175265","0,8432473476","0,4478945631","-0,09802537191"
1016,7805,Chiel Warners,4/2/1978,NED,1,Apeldoorn,8/27/2000,"10,75","7,47","14,12","1,95","47,55","14,5","35,71","4,7","55,66",05:00.87,"301,00",918,928,736,759,932,911,578,820,673,554,"1,023827148","0,8039399973","0,1198231079","-0,1582803619","1,355083346","0,485569922","-1,436662232","0,2274030653","-0,2576763877","-1,024125352"
1017,8127,Florian Schönbeck,1/13/1974,GER,1,Wesel,9/3/2000,"11,34","7,28","14,13","1,91","49,07","14,54","42,22","5,2","64,70",04:29.74,"270,00",787,881,737,723,858,906,710,973,809,745,"-0,6661449209","0,290077162","0,1314651339","-0,552503748","0,432481345","0,4300729322","-0,01413437705","1,262833562","1,075068742","0,613699613"
1018,7701,Matthias Spahn,1/3/1979,GER,1,Wesel,9/3/2000,"11,05","6,81","15,05","1,97","50,3","15,13","43,95","4,4","64,42",04:43.67,"284,00",850,769,793,777,801,834,746,731,805,656,"0,1465897381","-0,934447041","0,7834185912","0,03883133117","-0,2781715478","-0,3690837203","0,3738277653","-0,3749061778","1,035870356","-0,1494753708"
1019,7639,Mark Schumacher,6/27/1976,GER,2,Wesel,9/3/2000,"11,07","6,78","13,49","1,94","48,1","14,61","44,68","4,3","52,43",04:37.19,"277,00",846,762,698,750,905,898,761,703,625,700,"0,0949875375","-1,010979804","-0,322573881","-0,2568362084","1,018458292","0,3412777486","0,5354786579","-0,5643967262","-0,7280570216","0,2278246212"
1020,7758,Adrian Krebs,6/8/1977,SUI,1,Zofingen,9/10/2000,"10,74","7,25","13,55","1,9","48,81","14,5","40,61","4,5","56,34",04:45.02,"285,00",920,874,701,714,871,911,677,761,683,650,"1,049628248","0,2135443993","-0,2876478029","-0,6510595945","0,594560075","0,485569922","-0,3697663409","-0,1718805902","-0,1596804223","-0,2009253697"
1021,8641,Erki Nool,6/25/1970,EST,1,Sydney (Olympic Stadium),9/28/2000,"10,68","7,76","15,11",2,"46,71","14,48","43,66",5,"65,82",04:29.48,"269,00",934,1000,797,804,973,914,740,911,826,752,"1,23023595","1,591134128","0,8299866953","0,3344988707","1,866254725","0,5188681159","0,3091674082","0,8432473476","1,241661883","0,6737246117"
1022,8606,Roman Šebrle,11/26/1974,CZE,2,Sydney (Olympic Stadium),9/28/2000,"10,92","7,62","15,22","2,12","48,2","13,87","44,39","4,8","64,04",04:28.79,"269,00",879,965,804,916,900,992,755,850,799,752,"0,5207056922","1,208470314","0,9114808775","1,560971628","0,9561203186","1,384621156","0,4708183009","0,4304286529","0,9770727763","0,6737246117"
1023,8595,Chris Huffins,4/15/1970,USA,3,Sydney (Olympic Stadium),9/28/2000,"10,48","7,71","15,27","2,09","48,31","13,91","49,55","4,7","56,62",04:38.71,"279,00",980,988,807,887,895,987,862,820,688,687,"1,823661257","1,459935106","0,9464069555","1,243402789","0,8937823456","1,329124166","1,623928002","0,2274030653","-0,1106824396","0,1163496235"
1024,8567,Dean Macey,12/12/1977,GBR,4,Sydney (Olympic Stadium),9/28/2000,"10,81","7,77","14,62","2,09","46,41","14,53","43,37","4,8","60,38",04:23.45,"263,00",904,1003,767,887,988,908,734,850,744,792,"0,8432194458","1,623933883","0,4807259146","1,243402789","2,053268644","0,4522717282","0,2445070512","0,4304286529","0,4380949666","1,016724604"
1025,8425,Tom Pappas,9/6/1976,USA,5,Sydney (Olympic Stadium),9/28/2000,"10,82","7,41","14,87","2,21","48,64","14,15","41,42","4,9","62,26",04:45.10,"285,00",902,913,782,1002,879,956,694,880,772,650,"0,8174183455","0,6399412201","0,655356305","2,502727494","0,6943008318","0,9850428298","-0,1865619959","0,6334542404","0,7124836697","-0,2009253697"
1026,8385,Tomáš Dvorák,5/11/1972,CZE,6,Sydney (Olympic Stadium),9/28/2000,"10,91","7,5","15,91","1,97","49,11","14,34","47,15","4,4","69,94",04:32.23,"272,00",881,935,846,777,857,932,812,731,889,732,"0,5465067925","0,8804727599","1,40044597","0,03883133117","0,4200137504","0,718657279","1,085091693","-0,3749061778","1,859036465","0,5022246153"
1027,8351,Frank Busemann,2/26/1975,GER,7,Sydney (Olympic Stadium),9/28/2000,"10,91","7,64","14,52","2,09","48,97","14,16","33,71",5,"64,91",04:25.32,"265,00",881,970,761,887,863,954,538,911,812,778,"0,5465067925","1,263136573","0,4108737585","1,243402789","0,4948193181","0,9628440339","-1,867731279","0,8432473476","1,104467531","0,8966746069"
1028,8277,Attila Zsivóczky-Pandel,4/29/1977,HUN,8,Sydney (Olympic Stadium),9/28/2000,"11,1",7,"14,96","2,06","48,61","15,27","47,43","4,8","65,87",04:23.37,"263,00",839,814,788,859,880,818,818,850,827,792,"0,004683686502","-0,4424507095","0,7252084611","0,9367845995","0,7067684264","-0,5466740875","1,14975205","0,4304286529","1,251461479","1,016724604"
1029,8206,Stefan Schmid,7/6/1970,GER,9,Sydney (Olympic Stadium),9/28/2000,"10,94","7,17","14,04",2,"48,61","14,38","40,81",5,"67,03",04:36.49,"276,00",875,855,731,804,880,927,682,911,845,706,"0,4691034917","0,005812614888","0,06161297777","0,3344988707","0,7067684264","0,6631602892","-0,31588271","0,8432473476","1,427854217","0,2792746201"
1030,8178,Henrik Dagård,8/7/1969,SWE,10,Sydney (Olympic Stadium),9/28/2000,"10,84","7,08","14,97","1,94","48,75","14,3","42,95","5,1","65,05",04:49.51,"290,00",897,833,788,750,874,937,725,942,815,619,"0,7529155948","-0,234718925","0,7252084611","-0,2568362084","0,6319628588","0,7741542687","0,1475165156","1,053040455","1,133866321","-0,4667503641"
1031,8149,Zsolt Kürtösi,3/21/1971,HUN,11,Sydney (Olympic Stadium),9/28/2000,11,"7,19","15,13",2,"48,81","14,15","46,62","4,8","57,16",04:43.39,"283,00",861,860,798,804,871,956,801,850,696,662,"0,2884957897","0,06047887395","0,8416287213","0,3344988707","0,594560075","0,9850428298","0,966547705","0,4304286529","-0,03228566731","-0,09802537191"
1032,8136,Mário Aníbal,3/25/1972,POR,12,Sydney (Olympic Stadium),9/28/2000,"10,97","6,9","15,39","2,03","48,71","14,71","45,01","4,9","57,51",04:32.68,"273,00",868,791,814,832,876,885,768,880,701,726,"0,3787996407","-0,6939155012","1,027901138","0,6411170599","0,656898048","0,1969855753","0,6109157412","0,6334542404","0,01671231539","0,4507746164"
1033,8071,Lev Lobodin,4/1/1969,RUS,13,Sydney (Olympic Stadium),9/28/2000,"10,75","7,18","15,75","1,94","48,87","14,02","44,55",5,"50,16",04:50.73,"291,00",918,857,836,750,868,972,758,911,591,613,"1,023827148","0,02767911851","1,28402571","-0,2568362084","0,5571572911","1,162633197","0,5031484794","0,8432473476","-1,061243304","-0,518200363"
1034,8056,Jirí Ryba,6/15/1976,CZE,14,Sydney (Olympic Stadium),9/28/2000,"11,14","7,1","14,21",2,"48,97","14,99","42,83","4,9","57,76",04:18.21,"258,00",830,838,742,804,863,851,723,880,705,826,"-0,1114212648","-0,1800526659","0,189675264","0,3344988707","0,4948193181","-0,1803939551","0,1259630632","0,6334542404","0,05591070155","1,308274598"
1035,8054,Raúl Duany,1/4/1975,CUB,15,Sydney (Olympic Stadium),9/28/2000,"11,09","7,33","13,34","2,06","49,73","14,44","41,17","4,6","64,31",04:29.68,"270,00",841,894,688,859,828,919,689,790,803,745,"0,03048478679","0,4322094356","-0,4389941412","0,9367845995","0,05845350672","0,5743651056","-0,2404456268","0,02437747777","1,016271162","0,613699613"
1036,7993,Oleksandr Yurkov,7/21/1975,UKR,16,Sydney (Olympic Stadium),9/28/2000,"10,89","6,68","14,78","1,97","48,66","15,02","48,67",5,"54,77",04:39.94,"280,00",886,739,777,777,878,848,843,911,660,681,"0,6110095432","-1,262444595","0,5971461748","0,03883133117","0,6818332372","-0,2136921489","1,419170204","0,8432473476","-0,3850711427","0,06489962463"
1037,7932,Indrek Kaseorg,12/16/1967,EST,17,Sydney (Olympic Stadium),9/28/2000,"11,31","7,22","13,26","1,97","50,03","14,57","41,98","4,8","66,54",04:35.64,"276,00",793,867,684,777,814,903,705,850,837,706,"-0,5887416201","0,1370116366","-0,4855622453","0,03883133117","-0,1160928178","0,3967747384","-0,06801800794","0,4304286529","1,349457445","0,2792746201"
1038,7917,Klaus Ambrosch,5/23/1973,AUT,18,Sydney (Olympic Stadium),9/28/2000,"11,01","7,17","15,3","1,91","50,23","14,92","41,22","4,6","67,94",04:40.94,"281,00",859,855,809,723,805,860,690,790,858,675,"0,2626946894","0,005812614888","0,9696910076","-0,552503748","-0,2283011693","-0,08049937352","-0,2296689006","0,02437747777","1,555248972","0,01344962572"
1039,7909,Laurent Hernu,8/22/1976,FRA,19,Sydney (Olympic Stadium),9/28/2000,"11,19","7,14","13,54","2,06","50,63","14,51","41,78",5,"56,34",04:37.82,"278,00",819,848,701,859,786,910,701,911,683,693,"-0,2533273164","-0,0707201478","-0,2876478029","0,9367845995","-0,4651854669","0,4744705241","-0,1111249126","0,8432473476","-0,1596804223","0,1677996224"
1040,7821,Wilfrid Boulineau,5/13/1970,FRA,20,Sydney (Olympic Stadium),9/28/2000,"11,07","7,08","13,38","2,03","49,82","15,02","39,86","4,8","59,69",04:35.59,"276,00",846,833,691,832,823,848,662,850,734,706,"0,0949875375","-0,234718925","-0,4040680632","0,6411170599","-0,00388446633","-0,2136921489","-0,5314172335","0,4304286529","0,3400990012","0,2792746201"
1041,7897,Dennis Leyckes,4/20/1982,GER ,1,Santiago,10/19/2000,"10,98","7,22","13,46","1,95","47,59","14,61","39,52","4,8","54,76",04:33.1,"273,00",866,867,696,759,930,898,655,850,660,726,"0,3529985404","0,1370116366","-0,345857933","-0,1582803619","1,330148157","0,3412777486","-0,6068543168","0,4304286529","-0,3850711427","0,4507746164"
1042,7772,David Gómez,2/13/1981,ESP,2,Santiago,10/19/2000,"11,03","7,12","13,06","1,92","47,81","14,52","39,17","4,3","58,64",04:24.6,"265,00",854,843,671,732,919,909,648,703,718,778,"0,1981919387","-0,1253864069","-0,6369085836","-0,4539479015","1,193004616","0,4633711261","-0,6822914","-0,5643967262","0,1833054566","0,8966746069"
1043,7712,André Niklaus,8/30/1981,GER ,3,Santiago,10/19/2000,"11,09","6,94","13,25","1,92","48,55","14,61","39,32","4,9","49,51",04:26.6,"267,00",841,800,683,732,883,898,651,880,582,765,"0,03048478679","-0,5955162348","-0,4972042713","-0,4539479015","0,7441712103","0,3412777486","-0,6499612215","0,6334542404","-1,149439673","0,7851996093"
